"BHK","Area_SqFt","City","Price_Lacs","Locality","Avg_Price_Per_SqFt","Possession_Status","Listing_Title","Listing_URL","Source","Page_Number"
"3","2040","Thrissur","72.61","Desamangalam","3.56k/sq.ft","1st Oct, 2026","3 BHK Independent House in Desamangalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00305","Synthetic","23"
"5","2930","Thrissur","114.62","Wadakkanchery","3.91k/sq.ft","1st Aug, 2027","5 BHK Independent House in Wadakkanchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00306","Synthetic","23"
"2.5","3520","Thrissur","57.82","Guruvayur","1.64k/sq.ft","1st Jun, 2027","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00307","Synthetic","23"
"3.5","1830","Thrissur","87.06","Ollur","4.76k/sq.ft","Ready to move","3.5 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00308","Synthetic","23"
"4","3800","Thrissur","368.6","Patturaikkal","9.70k/sq.ft","1st Aug, 2027","4 BHK Independent House in Patturaikkal, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00309","Synthetic","23"
"4.5","1340","Thrissur","53.4","Guruvayur","3.98k/sq.ft","1st Jun, 2027","4.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00310","Synthetic","23"
"3","1190","Thrissur","50.11","Nedupurha","4.21k/sq.ft","1st Apr, 2027","3 BHK Independent House in Nedupurha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00311","Synthetic","23"
"4.5","2450","Thrissur","133.79","Keltron Nagar, Kolazhy","5.46k/sq.ft","1st Sep, 2026","4.5 BHK Independent House in Keltron Nagar, Kolazhy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00312","Synthetic","23"
"4.5","3250","Thrissur","94.06","Pandikkavu, Viyyoor","2.89k/sq.ft","1st Nov, 2026","4.5 BHK Independent House in Pandikkavu, Viyyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00313","Synthetic","23"
"5","2190","Thrissur","75.4","Mannuthy","3.44k/sq.ft","1st Oct, 2026","5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00314","Synthetic","23"
"3","970","Thrissur","23.62","Irinjalakuda","2.43k/sq.ft","1st Jun, 2027","3 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00315","Synthetic","23"
"6","2140","Thrissur","83.83","Kuriachira","3.92k/sq.ft","Ready to move","6 BHK Independent House in Kuriachira, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00316","Synthetic","23"
"3","2390","Thrissur","101.62","Mannuthy","4.25k/sq.ft","1st Mar, 2027","3 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00317","Synthetic","23"
"2.5","1770","Thrissur","73.07","Koorkenchery","4.13k/sq.ft","1st Dec, 2026","2.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00318","Synthetic","23"
"1.5","2590","Thrissur","118.82","Nalukettu","4.59k/sq.ft","1st May, 2027","1.5 BHK Independent House in Nalukettu, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00319","Synthetic","23"
"2.5","2350","Thrissur","79.37","Guruvayur","3.38k/sq.ft","Ready to move","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00320","Synthetic","23"
"3","1370","Thrissur","47.76","Kottapuram, Kodungallur","3.49k/sq.ft","1st Dec, 2026","3 BHK Independent House in Kottapuram, Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00321","Synthetic","24"
"4","4170","Thrissur","317.74","Puzhakkal","7.62k/sq.ft","1st Mar, 2027","4 BHK Independent House in Puzhakkal, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00322","Synthetic","24"
"3.5","1870","Thrissur","84.18","Paluvai","4.50k/sq.ft","Ready to move","3.5 BHK Independent House in Paluvai, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00323","Synthetic","24"
"1","2130","Thrissur","109.05","Cherpu","5.12k/sq.ft","Ready to move","1 BHK Independent House in Cherpu, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00324","Synthetic","24"
"4","2930","Thrissur","47.31","Chalakudy","1.61k/sq.ft","1st Feb, 2027","4 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00325","Synthetic","24"
"4","2050","Thrissur","124.3","Kottekkad, Kuttoor","6.06k/sq.ft","1st Oct, 2026","4 BHK Independent House in Kottekkad, Kuttoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00326","Synthetic","24"
"2.5","1040","Thrissur","46.34","Guruvayur","4.46k/sq.ft","Ready to move","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00327","Synthetic","24"
"4.5","2890","Thrissur","159.06","Veliyannur","5.50k/sq.ft","31st Mar, 2027","4.5 BHK Independent House in Veliyannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00328","Synthetic","24"
"2","1150","Thrissur","105.71","Kattilappoovam, Killannur","9.19k/sq.ft","Ready to move","2 BHK Independent House in Kattilappoovam, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00329","Synthetic","24"
"2.5","2300","Thrissur","78.3","Poothole","3.40k/sq.ft","1st Mar, 2027","2.5 BHK Independent House in Poothole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00330","Synthetic","24"
"3.5","1810","Thrissur","77.18","Keltron Nagar, Kolazhy","4.26k/sq.ft","Ready to move","3.5 BHK Independent House in Keltron Nagar, Kolazhy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00331","Synthetic","24"
"1.5","2320","Thrissur","40.01","Chalakudy","1.72k/sq.ft","1st Jun, 2027","1.5 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00332","Synthetic","24"
"3","2700","Thrissur","109.09","Ollur","4.04k/sq.ft","Ready to move","3 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00333","Synthetic","24"
"3.5","1000","Thrissur","30.6","Guruvayur","3.06k/sq.ft","1st Nov, 2026","3.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00334","Synthetic","24"
"2.5","790","Thrissur","3.95","Guruvayur","500.00/sq.ft","1st May, 2027","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00335","Synthetic","24"
"3","1770","Thrissur","64.14","Poothole","3.62k/sq.ft","31st Mar, 2027","3 BHK Independent House in Poothole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00336","Synthetic","24"
"5","3950","Thrissur","95.57","Pottore, Killannur","2.42k/sq.ft","1st Sep, 2026","5 BHK Independent House in Pottore, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00337","Synthetic","24"
"4","3700","Thrissur","88.38","Pandikkavu, Viyyoor","2.39k/sq.ft","Ready to move","4 BHK Independent House in Pandikkavu, Viyyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00338","Synthetic","24"
"1.5","1210","Thrissur","107.93","Kattilappoovam, Killannur","8.92k/sq.ft","Ready to move","1.5 BHK Independent House in Kattilappoovam, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00339","Synthetic","24"
"3","2400","Thrissur","82.76","Ayyanthole","3.45k/sq.ft","1st Oct, 2026","3 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00340","Synthetic","24"
"2","2890","Thrissur","115.91","Muppathadam","4.01k/sq.ft","Ready to move","2 BHK Independent House in Muppathadam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00341","Synthetic","25"
"4","2330","Thrissur","203.54","Velappaya, Killannur","8.74k/sq.ft","Ready to move","4 BHK Independent House in Velappaya, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00342","Synthetic","25"
"2.5","2300","Thrissur","76.4","Ollur","3.32k/sq.ft","Ready to move","2.5 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00343","Synthetic","25"
"3.5","2510","Thrissur","121.72","Peramangalam","4.85k/sq.ft","Ready to move","3.5 BHK Independent House in Peramangalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00344","Synthetic","25"
"2","1650","Thrissur","69.66","Koorkenchery","4.22k/sq.ft","31st Mar, 2027","2 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00345","Synthetic","25"
"3","2100","Thrissur","70.38","Naikkanal","3.35k/sq.ft","Ready to move","3 BHK Independent House in Naikkanal, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00346","Synthetic","25"
"2.5","2320","Thrissur","93.64","Peringottukara","4.04k/sq.ft","Ready to move","2.5 BHK Independent House in Peringottukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00347","Synthetic","25"
"2.5","1760","Thrissur","91.41","Vadookara","5.19k/sq.ft","1st Nov, 2026","2.5 BHK Independent House in Vadookara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00348","Synthetic","25"
"1","2120","Thrissur","92.28","Kuriachira","4.35k/sq.ft","Ready to move","1 BHK Independent House in Kuriachira, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00349","Synthetic","25"
"3","3000","Thrissur","160.53","Chiyyaram","5.35k/sq.ft","28th Feb, 2027","3 BHK Independent House in Chiyyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00350","Synthetic","25"
"4.5","2530","Thrissur","137.09","Krishnapuram Village","5.42k/sq.ft","1st May, 2027","4.5 BHK Independent House in Krishnapuram Village, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00351","Synthetic","25"
"2.5","1260","Thrissur","53.94","Koorkenchery","4.28k/sq.ft","1st Jan, 2027","2.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00352","Synthetic","25"
"3","1810","Thrissur","139.42","Chelakkara","7.70k/sq.ft","Ready to move","3 BHK Independent House in Chelakkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00353","Synthetic","25"
"3.5","1030","Thrissur","46.02","Nedupurha","4.47k/sq.ft","1st Feb, 2027","3.5 BHK Independent House in Nedupurha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00354","Synthetic","25"
"3","2870","Thrissur","126.36","Punkunnam","4.40k/sq.ft","1st Jul, 2027","3 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00355","Synthetic","25"
"4","2620","Thrissur","78.06","Kondazhy","2.98k/sq.ft","28th Feb, 2027","4 BHK Independent House in Kondazhy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00356","Synthetic","25"
"2.5","2770","Thrissur","183.0","Pariyaram","6.61k/sq.ft","Ready to move","2.5 BHK Independent House in Pariyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00357","Synthetic","25"
"4","2170","Thrissur","63.18","Muppathadam","2.91k/sq.ft","31st Mar, 2027","4 BHK Independent House in Muppathadam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00358","Synthetic","25"
"3","2250","Thrissur","106.52","Erumapetty","4.73k/sq.ft","1st May, 2027","3 BHK Independent House in Erumapetty, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00359","Synthetic","25"
"3","1240","Thrissur","48.48","Puthurkkara","3.91k/sq.ft","1st Mar, 2027","3 BHK Independent House in Puthurkkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00360","Synthetic","25"
"3","2600","Thrissur","109.38","Thanniam","4.21k/sq.ft","Ready to move","3 BHK Independent House in Thanniam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00361","Synthetic","26"
"3","1970","Thrissur","69.6","Puthurkkara","3.53k/sq.ft","1st Sep, 2026","3 BHK Independent House in Puthurkkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00362","Synthetic","26"
"3","1770","Thrissur","77.19","Thanikkudam","4.36k/sq.ft","Ready to move","3 BHK Independent House in Thanikkudam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00363","Synthetic","26"
"4","1480","Thrissur","64.34","Engandiyoor","4.35k/sq.ft","1st Jul, 2027","4 BHK Independent House in Engandiyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00364","Synthetic","26"
"4","1880","Thrissur","91.35","Poochatty","4.86k/sq.ft","Ready to move","4 BHK Independent House in Poochatty, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00365","Synthetic","26"
"3.5","3830","Thrissur","218.96","Koorkenchery","5.72k/sq.ft","1st Sep, 2026","3.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00366","Synthetic","26"
"3","1400","Thrissur","30.19","Ayyanthole","2.16k/sq.ft","Ready to move","3 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00367","Synthetic","26"
"4","4140","Thrissur","303.27","Kaiparambu","7.33k/sq.ft","1st Aug, 2027","4 BHK Independent House in Kaiparambu, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00368","Synthetic","26"
"3","3940","Thrissur","217.09","Guruvayur","5.51k/sq.ft","Ready to move","3 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00369","Synthetic","26"
"3","2080","Thrissur","97.55","Mammiyoor","4.69k/sq.ft","1st Jun, 2027","3 BHK Independent House in Mammiyoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00370","Synthetic","26"
"4","670","Thrissur","28.16","Irinjalakuda","4.20k/sq.ft","1st Apr, 2027","4 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00371","Synthetic","26"
"5","3010","Thrissur","140.48","Meloor","4.67k/sq.ft","Ready to move","5 BHK Independent House in Meloor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00372","Synthetic","26"
"2","1820","Thrissur","84.44","Chiyyaram","4.64k/sq.ft","1st May, 2027","2 BHK Independent House in Chiyyaram, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00373","Synthetic","26"
"3","1950","Thrissur","74.4","Mannuthy","3.82k/sq.ft","Ready to move","3 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00374","Synthetic","26"
"2","1080","Thrissur","33.38","Sringapuram, Kodungallur","3.09k/sq.ft","1st May, 2027","2 BHK Independent House in Sringapuram, Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00375","Synthetic","26"
"2.5","2080","Thrissur","82.43","Muthuvattoor","3.96k/sq.ft","1st Feb, 2027","2.5 BHK Independent House in Muthuvattoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00376","Synthetic","26"
"4.5","1480","Thrissur","63.14","Mannuthy","4.27k/sq.ft","1st Sep, 2026","4.5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00377","Synthetic","26"
"3.5","300","Thrissur","13.32","Irinjalakuda","4.44k/sq.ft","Ready to move","3.5 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00378","Synthetic","26"
"4","2830","Thrissur","113.77","Mannuthy","4.02k/sq.ft","Ready to move","4 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00379","Synthetic","26"
"4","2310","Thrissur","114.13","Peringottukara","4.94k/sq.ft","31st Mar, 2027","4 BHK Independent House in Peringottukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00380","Synthetic","26"
"2","300","Thrissur","22.49","Amalanagar","7.50k/sq.ft","Ready to move","2 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00381","Synthetic","27"
"3.5","1850","Thrissur","76.06","Mathilakam","4.11k/sq.ft","1st Apr, 2027","3.5 BHK Independent House in Mathilakam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00382","Synthetic","27"
"2","1990","Thrissur","111.61","Amalanagar","5.61k/sq.ft","1st Apr, 2027","2 BHK Independent House in Amalanagar, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00383","Synthetic","27"
"3","990","Thrissur","22.92","Mala","2.32k/sq.ft","Ready to move","3 BHK Independent House in Mala, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00384","Synthetic","27"
"3","1100","Thrissur","48.22","Vadookara","4.38k/sq.ft","1st Nov, 2026","3 BHK Independent House in Vadookara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00385","Synthetic","27"
"3","2890","Thrissur","192.4","Koorkenchery","6.66k/sq.ft","Ready to move","3 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00386","Synthetic","27"
"3","870","Thrissur","38.95","Vellanikkara","4.48k/sq.ft","15th Jan, 2027","3 BHK Independent House in Vellanikkara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00387","Synthetic","27"
"3.5","2340","Thrissur","138.4","Ayyanthole","5.91k/sq.ft","1st Aug, 2027","3.5 BHK Independent House in Ayyanthole, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00388","Synthetic","27"
"4","2040","Thrissur","72.91","Mannuthy","3.57k/sq.ft","Ready to move","4 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00389","Synthetic","27"
"3.5","2030","Thrissur","69.46","Koorkenchery","3.42k/sq.ft","1st Nov, 2026","3.5 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00390","Synthetic","27"
"4.5","2320","Thrissur","112.02","Kuttoor","4.83k/sq.ft","1st Jul, 2027","4.5 BHK Independent House in Kuttoor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00391","Synthetic","27"
"3","2740","Thrissur","77.51","Guruvayur","2.83k/sq.ft","Ready to move","3 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00392","Synthetic","27"
"3.5","2700","Thrissur","101.16","Mannuthy","3.75k/sq.ft","15th Jan, 2027","3.5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00393","Synthetic","27"
"4","2630","Thrissur","152.54","Cheroor","5.80k/sq.ft","1st Jul, 2027","4 BHK Independent House in Cheroor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00394","Synthetic","27"
"3","1930","Thrissur","90.49","Pallikkulam","4.69k/sq.ft","Ready to move","3 BHK Independent House in Pallikkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00395","Synthetic","27"
"3","1530","Thrissur","64.51","Chalakudy Municipal Central Market, Chalakudy","4.22k/sq.ft","1st Aug, 2027","3 BHK Independent House in Chalakudy Municipal Central Market, Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00396","Synthetic","27"
"4","2850","Thrissur","91.97","Palakkal","3.23k/sq.ft","31st Mar, 2027","4 BHK Independent House in Palakkal, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00397","Synthetic","27"
"4","2910","Thrissur","183.77","Veliyannur","6.32k/sq.ft","28th Feb, 2027","4 BHK Independent House in Veliyannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00398","Synthetic","27"
"4","3020","Thrissur","160.46","Kunnamkulam Town","5.31k/sq.ft","Ready to move","4 BHK Independent House in Kunnamkulam Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00399","Synthetic","27"
"3","1820","Thrissur","83.53","Kunnamkulam","4.59k/sq.ft","1st Oct, 2026","3 BHK Independent House in Kunnamkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00400","Synthetic","27"
"3","1550","Thrissur","57.64","Keetholi, Kodungallur","3.72k/sq.ft","1st Dec, 2026","3 BHK Independent House in Keetholi, Kodungallur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00401","Synthetic","28"
"3.5","2120","Thrissur","142.99","Guruvayur","6.74k/sq.ft","Ready to move","3.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00402","Synthetic","28"
"2","1730","Thrissur","82.5","Desamangalam","4.77k/sq.ft","1st Jun, 2027","2 BHK Independent House in Desamangalam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00403","Synthetic","28"
"4","1670","Thrissur","80.12","Koorkenchery","4.80k/sq.ft","1st Apr, 2027","4 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00404","Synthetic","28"
"2.5","2080","Thrissur","105.64","Guruvayur","5.08k/sq.ft","1st Mar, 2027","2.5 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00405","Synthetic","28"
"3.5","2080","Thrissur","96.47","North Nada","4.64k/sq.ft","Ready to move","3.5 BHK Independent House in North Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00406","Synthetic","28"
"2","1070","Thrissur","47.44","Irinjalakuda","4.43k/sq.ft","Ready to move","2 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00407","Synthetic","28"
"4","1780","Thrissur","69.04","Koorkenchery","3.88k/sq.ft","Ready to move","4 BHK Independent House in Koorkenchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00408","Synthetic","28"
"2","890","Thrissur","103.87","Chettupuzha","11.67k/sq.ft","1st Jul, 2027","2 BHK Independent House in Chettupuzha, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00409","Synthetic","28"
"3","2730","Thrissur","151.24","Puranattukara","5.54k/sq.ft","1st Mar, 2027","3 BHK Independent House in Puranattukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00410","Synthetic","28"
"3","2020","Thrissur","63.13","Ollur","3.13k/sq.ft","1st Sep, 2026","3 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00411","Synthetic","28"
"4","1470","Thrissur","36.76","Chalakudy","2.50k/sq.ft","Ready to move","4 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00412","Synthetic","28"
"3","3050","Thrissur","122.72","Kunnamkulam Town","4.02k/sq.ft","1st Oct, 2026","3 BHK Independent House in Kunnamkulam Town, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00413","Synthetic","28"
"3.5","1110","Thrissur","57.49","Irinjalakuda","5.18k/sq.ft","1st Mar, 2027","3.5 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00414","Synthetic","28"
"3","1540","Thrissur","60.33","Chalakudy Municipal Central Market, Chalakudy","3.92k/sq.ft","1st Jun, 2027","3 BHK Independent House in Chalakudy Municipal Central Market, Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00415","Synthetic","28"
"2.5","2020","Thrissur","52.21","Chalakudy","2.58k/sq.ft","1st Apr, 2027","2.5 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00416","Synthetic","28"
"3.5","2470","Thrissur","110.57","Nellikunnu","4.48k/sq.ft","1st Nov, 2026","3.5 BHK Independent House in Nellikunnu, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00417","Synthetic","28"
"3","910","Thrissur","43.6","Vadookara","4.79k/sq.ft","Ready to move","3 BHK Independent House in Vadookara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00418","Synthetic","28"
"3.5","300","Thrissur","12.52","Punkunnam","4.17k/sq.ft","Ready to move","3.5 BHK Independent House in Punkunnam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00419","Synthetic","28"
"2.5","2370","Thrissur","11.85","Irinjalakuda","500.00/sq.ft","Ready to move","2.5 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00420","Synthetic","28"
"1.5","980","Thrissur","84.14","Kattilappoovam, Killannur","8.59k/sq.ft","1st Dec, 2026","1.5 BHK Independent House in Kattilappoovam, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00421","Synthetic","29"
"3","1230","Thrissur","74.08","Kuttumukku, Cheroor","6.02k/sq.ft","Ready to move","3 BHK Independent House in Kuttumukku, Cheroor, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00422","Synthetic","29"
"3","1440","Thrissur","60.82","Ollur","4.22k/sq.ft","1st Oct, 2026","3 BHK Independent House in Ollur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00423","Synthetic","29"
"2","1040","Thrissur","15.63","Anchery","1.50k/sq.ft","Ready to move","2 BHK Independent House in Anchery, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00424","Synthetic","29"
"3","2720","Thrissur","116.75","Pazhayannur","4.29k/sq.ft","Ready to move","3 BHK Independent House in Pazhayannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00425","Synthetic","29"
"5","1740","Thrissur","68.68","Mannuthy","3.95k/sq.ft","28th Feb, 2027","5 BHK Independent House in Mannuthy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00426","Synthetic","29"
"3","3560","Thrissur","103.72","Guruvayur","2.91k/sq.ft","1st Sep, 2026","3 BHK Independent House in Guruvayur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00427","Synthetic","29"
"3","2040","Thrissur","93.38","West Nada","4.58k/sq.ft","1st Nov, 2026","3 BHK Independent House in West Nada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00428","Synthetic","29"
"3.5","2350","Thrissur","83.83","Irinjalakuda","3.57k/sq.ft","1st Sep, 2026","3.5 BHK Independent House in Irinjalakuda, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00429","Synthetic","29"
"4.5","2180","Thrissur","181.43","Velappaya, Killannur","8.32k/sq.ft","Ready to move","4.5 BHK Independent House in Velappaya, Killannur, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00430","Synthetic","29"
"3","1170","Thrissur","40.2","Annamanada","3.44k/sq.ft","1st Oct, 2026","3 BHK Independent House in Annamanada, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00431","Synthetic","29"
"2","2830","Thrissur","109.77","Kaiparambu East","3.88k/sq.ft","31st Mar, 2027","2 BHK Independent House in Kaiparambu East, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00432","Synthetic","29"
"3","750","Thrissur","36.97","Chalakudy","4.93k/sq.ft","1st Jan, 2027","3 BHK Independent House in Chalakudy, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00433","Synthetic","29"
"3","1270","Thrissur","48.37","Vadookara","3.81k/sq.ft","1st Aug, 2027","3 BHK Independent House in Vadookara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00434","Synthetic","29"
"2.5","3130","Thrissur","251.91","Manathala, Chavakkad","8.05k/sq.ft","1st Jun, 2027","2.5 BHK Independent House in Manathala, Chavakkad, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00435","Synthetic","29"
"4.5","8180","Thrissur","528.11","Aranattukara","6.46k/sq.ft","Ready to move","4.5 BHK Independent House in Aranattukara, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00436","Synthetic","29"
"3","2070","Thrissur","95.1","Kunnamkulam","4.59k/sq.ft","1st Feb, 2027","3 BHK Independent House in Kunnamkulam, Thrissur","https://housing.com/in/buy/resale/synthetic/synth-00437","Synthetic","29"
